"","video_id","publishedAt","channelId","title","description","thumbnails.default.url","thumbnails.default.width","thumbnails.default.height","thumbnails.medium.url","thumbnails.medium.width","thumbnails.medium.height","thumbnails.high.url","thumbnails.high.width","thumbnails.high.height","channelTitle","liveBroadcastContent","vid_id","SearchTerm_cacomistle","SearchTerm_ringtail_cat","SearchTerm_miners_cat","URL","Title","Uploader","Include_studyspecies","Filter_criteria","notes","ringtails_individuals","human_individuals","date_posted","date_recorded","direct feeding","provided_food_type","using human structure","natural foraging","natural_foraged_food_type","foraging human resources","foraged_hr_food_type","human wildlife conflict","activity","HumanInterface","location","latitude","longitude"
"1","NleMQdbV7WU","2015-10-26T17:02:06.000Z","UCaIFA0lF5QRpgSXHb3GDVjg","Ringtail","","https://i.ytimg.com/vi/NleMQdbV7WU/default.jpg","120","90","https://i.ytimg.com/vi/NleMQdbV7WU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/NleMQdbV7WU/hqdefault.jpg","480","360","DesertMuseum","none",127,"no","yes","yes","https://www.youtube.com/watch?v=NleMQdbV7WU","Ringtail","DesertMuseum","yes","educational",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","OJmn0NAVWfA","2010-03-01T07:33:29.000Z","UCLpIQiM1uvJEH34zflaM8cw","Ringtail Cat in AZ - Best Footage","Ringtail Cat, Bassariscus astutus, filmed in Sabino Canyon in Tucson, AZ.","https://i.ytimg.com/vi/OJmn0NAVWfA/default.jpg","120","90","https://i.ytimg.com/vi/OJmn0NAVWfA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/OJmn0NAVWfA/hqdefault.jpg","480","360","Aaron Ramirez","none",97,"no","yes","no","https://www.youtube.com/watch?v=OJmn0NAVWfA","Ringtail Cat in AZ - Best Footage","Aaron Ramirez","yes",NA,"daytime activity","1","1","2010-02-28",NA,"yes","unclear","no","no","n/a","no",NA,"no","walking","nature tourism trails","Sabino Canyon, Arizona",32.334724,-110.7858352
"3","crG4lepMiKw","2016-08-17T14:31:48.000Z","UCEMN-qU2wTzEAitR61OwuTw","Ringtail cat babies! Squaw peak mountain phx az...","","https://i.ytimg.com/vi/crG4lepMiKw/default.jpg","120","90","https://i.ytimg.com/vi/crG4lepMiKw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/crG4lepMiKw/hqdefault.jpg","480","360","piercealldesign","none",24,"no","yes","no","https://www.youtube.com/watch?v=crG4lepMiKw","Ringtail cat babies! Squaw peak mountain phx az...","piercealldesign","yes",NA,"activity during the day","4","1",NA,NA,"yes","water","no",NA,NA,NA,NA,NA,"walking; drinking","nature tourism trail","Squaw Peak Mountain, Phoenix, USA",33.5473663,-112.029611
"4","W4T2PpEqlso","2018-08-20T19:53:03.000Z","UCG6QEHCBfWZOnv7UVxappyw","Ringtail - Waking Up (Wubbaduck Remix)","Subscribe for more songs : http://goo.gl/S1qiev ○ Artwork by Zapekanka: https://www.deviantart.com/zapekanka/art/Mabel-450422690 ○ Free Download: ...","https://i.ytimg.com/vi/W4T2PpEqlso/default.jpg","120","90","https://i.ytimg.com/vi/W4T2PpEqlso/mqdefault.jpg","320","180","https://i.ytimg.com/vi/W4T2PpEqlso/hqdefault.jpg","480","360","DubstepGutter","none",351,"no","yes","no","https://www.youtube.com/watch?v=W4T2PpEqlso","Ringtail - Waking Up (Wubbaduck Remix)","DubstepGutter","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","ExpA-EnKvO0","2018-12-25T19:56:56.000Z","UCG6QEHCBfWZOnv7UVxappyw","Ringtail - Love Trap","Ringtail - Love Trap ○ Free Download: https://soundcloud.com/ringtailtunes/love-trap ••••••••••••••••••••••••••••••••••••...","https://i.ytimg.com/vi/ExpA-EnKvO0/default.jpg","120","90","https://i.ytimg.com/vi/ExpA-EnKvO0/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ExpA-EnKvO0/hqdefault.jpg","480","360","DubstepGutter","none",350,"no","yes","no","https://www.youtube.com/watch?v=ExpA-EnKvO0","Ringtail - Love Trap","DubstepGutter","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","owl6hpoTFXY","2016-09-02T15:34:20.000Z","UCyWZFr9zS8FUSrXX0PlBuOQ","Arizona Ringtail Cat comes to dine nightly!","For the past several weeks, she has come by to sit and dine! She has gotten more and more closer gaining trust, and at times will just streach out and relax!","https://i.ytimg.com/vi/owl6hpoTFXY/default.jpg","120","90","https://i.ytimg.com/vi/owl6hpoTFXY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/owl6hpoTFXY/hqdefault.jpg","480","360","cheft2gottza1","none",4,"no","yes","no","https://www.youtube.com/watch?v=owl6hpoTFXY","Arizona Ringtail Cat comes to dine nightly!","cheft2gottza1","yes",NA,"repeated visit","1","1",NA,NA,"yes","meat; watermelon; grapes; carrots","yes",NA,NA,NA,NA,NA,NA,"residential?",NA,NA,NA
"7","RLbWf70mFX4","2018-03-31T04:13:38.000Z","UCJDUFyiyGLuIaMu_kbpLCsQ","Ringtail - Waking up","https://soundcloud.com/ringtailtunes/waking-up . . . https://soundcloud.com/ringtailtunes https://twitter.com/RadicalRingtail.","https://i.ytimg.com/vi/RLbWf70mFX4/default.jpg","120","90","https://i.ytimg.com/vi/RLbWf70mFX4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/RLbWf70mFX4/hqdefault.jpg","480","360","RadicalRingtail","none",651,"no","yes","no","https://www.youtube.com/watch?v=RLbWf70mFX4","Ringtail - Waking up","RadicalRingtail","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","HucGoBsaWME","2017-11-30T01:23:05.000Z","UCka1iVwonn8-U48IwIAjlfA","Ringtail Quick Demo","Get an up-close look at the powerful and easy-to-use functionality of Ringtail e-discovery software.","https://i.ytimg.com/vi/HucGoBsaWME/default.jpg","120","90","https://i.ytimg.com/vi/HucGoBsaWME/mqdefault.jpg","320","180","https://i.ytimg.com/vi/HucGoBsaWME/hqdefault.jpg","480","360","Ringtail E-Discovery Software","none",656,"no","yes","no","https://www.youtube.com/watch?v=HucGoBsaWME","Ringtail Quick Demo","Ringtail E-Discovery Software","no","software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","3-nXWN6ZbJU","2019-01-01T19:01:39.000Z","UCeJA2g4BNcZPue3kak4wK_A","Texas Trail Cams Compilation - Mainly Ringtails Jan. 1, 2019","A lot of ringtail (& a little grey fox) activity in this video. Recent rains & creek flooding have prevented me from checking my other trail cams but this short video is ...","https://i.ytimg.com/vi/3-nXWN6ZbJU/default.jpg","120","90","https://i.ytimg.com/vi/3-nXWN6ZbJU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/3-nXWN6ZbJU/hqdefault.jpg","480","360","Grant Critchfield's Texas Trail Cams","none",48,"no","yes","no","https://www.youtube.com/watch?v=3-nXWN6ZbJU","Texas Trail Cams Compilation - Mainly Ringtails Jan. 1, 2019","Grant Critchfield's Texas Trail Cams","yes",NA,"trail cam","1;1;1;1;1;1;1;1; 1","0","2019-01-01","12/27/2018 20:00:00; 2018-12-27 23:38; 2018-12-28 18:46; 2018-12-28 20:32; 2018-12-29 10:59; 2018-12-30 0:14; 2018-12-31 1:49; 2018-12-27 20:09; 2018-12-28 20:34; 2018-12-30 0:17","no","n/a","no","yes",NA,"no","n/a","no","walking","nature tourism trails","central Texas",NA,NA
"10","wn35cfzMbCY","2017-07-26T20:38:30.000Z","UCXwRxm0zS0jBNTMOVI6xZJw","What type of noise does a ringtail make?","The Houston SPCA Wildlife Center of Texas has taken in a ringtail, the first ever of the species to come under their care in the organization's decade-long history.","https://i.ytimg.com/vi/wn35cfzMbCY/default.jpg","120","90","https://i.ytimg.com/vi/wn35cfzMbCY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/wn35cfzMbCY/hqdefault.jpg","480","360","KHOU 11","none",166,"no","yes","no","https://www.youtube.com/watch?v=wn35cfzMbCY","What type of noise does a ringtail make?","KHOU 11","yes","captive; educational",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","ziDvf_ulR9U","2018-11-05T21:17:10.000Z","UC4rbk8qvysul61rh7aMqhaw","[Indie] - Ringtail - Waking Up [Free Download]","Subscribe for more: http://bit.ly/2w1dSm8 Get this song for free: https://ringtailtunes.bandcamp.com/track/waking-up ▻ Follow Ringtail: Soundcloud: ...","https://i.ytimg.com/vi/ziDvf_ulR9U/default.jpg","120","90","https://i.ytimg.com/vi/ziDvf_ulR9U/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ziDvf_ulR9U/hqdefault.jpg","480","360","Syfer Music","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","N39iLAbmAbA","2016-03-24T22:51:51.000Z","UCtFZfdCQwxFZf594yRA7SGQ","Animal Experts in Tucson AZ introduces you to the Ringtail","Animal Experts in Tucson AZ with a ""ringtail cat"" they trapped prior to relocation.","https://i.ytimg.com/vi/N39iLAbmAbA/default.jpg","120","90","https://i.ytimg.com/vi/N39iLAbmAbA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/N39iLAbmAbA/hqdefault.jpg","480","360","Animal Experts inc Tucson Az","none",102,"no","yes","no","https://www.youtube.com/watch?v=N39iLAbmAbA","Animal Experts in Tucson AZ introduces you to the Ringtail","Animal Experts inc Tucson Az","yes","educational",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","mCchVGpy87M","2014-04-17T19:50:25.000Z","UCUdrx_nZUNlfrGVsc2cj9Gg","Ringtail Cat in Southern Idaho","It could be called a first in Idaho. Putting a radio transmitter on a ringtail cat and letting it help biologists learn more about this nocturnal and secretive creature in ...","https://i.ytimg.com/vi/mCchVGpy87M/default.jpg","120","90","https://i.ytimg.com/vi/mCchVGpy87M/mqdefault.jpg","320","180","https://i.ytimg.com/vi/mCchVGpy87M/hqdefault.jpg","480","360","idahofishgame","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","DBlcZYq1OOs","2012-08-04T20:07:21.000Z","UCTKkXSxCokuehxU7l3EbONg","Barky The Ringtail: Release From Jail","We captured Barky, a young ringtail, to take him somewhere other than our crawl spaces. His eyes are so sad though. He sounds more like a chihuahua than a ...","https://i.ytimg.com/vi/DBlcZYq1OOs/default.jpg","120","90","https://i.ytimg.com/vi/DBlcZYq1OOs/mqdefault.jpg","320","180","https://i.ytimg.com/vi/DBlcZYq1OOs/hqdefault.jpg","480","360","Raymond Kresha","none",81,"no","yes","yes","https://www.youtube.com/watch?v=DBlcZYq1OOs","Barky The Ringtail: Release From Jail","Raymond Kresha","yes",NA,"trap and release",NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","JwFUczEDR5I","2017-03-20T01:42:10.000Z","UC1YQ8iJ9F0k_wcD9TGFsBWw","What&#39;s a Ringtail?","This video is about What's a Ringtail?","https://i.ytimg.com/vi/JwFUczEDR5I/default.jpg","120","90","https://i.ytimg.com/vi/JwFUczEDR5I/mqdefault.jpg","320","180","https://i.ytimg.com/vi/JwFUczEDR5I/hqdefault.jpg","480","360","Ian Smith Boats","none",456,"no","yes","yes","https://www.youtube.com/watch?v=JwFUczEDR5I","What's a Ringtail?","Ian Smith Boats","no","sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Dy_v0Fe0acg","2018-03-27T17:02:21.000Z","UCF6-fdubXkcpELOB5sUbrWw","Ringtail - Cry Alone","""Ringtail - Cry Alone"" ======================================================    Subscribe for more: http://bit.ly/HyperboltSubcribe    Make ...","https://i.ytimg.com/vi/Dy_v0Fe0acg/default.jpg","120","90","https://i.ytimg.com/vi/Dy_v0Fe0acg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Dy_v0Fe0acg/hqdefault.jpg","480","360","HyperboltEDM","none",451,"no","yes","no","https://www.youtube.com/watch?v=Dy_v0Fe0acg","Ringtail - Cry Alone","HyperboltEDM","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","khfk1yqFi_8","2018-07-05T17:05:10.000Z","UCF6-fdubXkcpELOB5sUbrWw","Ringtail - with u","""Ringtail - with u"" ======================================================    Subscribe for more: http://bit.ly/HyperboltSubcribe    Make ...","https://i.ytimg.com/vi/khfk1yqFi_8/default.jpg","120","90","https://i.ytimg.com/vi/khfk1yqFi_8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/khfk1yqFi_8/hqdefault.jpg","480","360","HyperboltEDM","none",453,"no","yes","no","https://www.youtube.com/watch?v=khfk1yqFi_8","Ringtail - with u","HyperboltEDM","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","mCRAICpK-Bs","2012-01-15T03:02:43.000Z","UCjxuyh-fsSl8lZ785X_akSQ","Ringtail cat caught in a Bobcat set, put in a live trap","Running bobcat trapline and caught a ringtail cat. I have not seen one of these in years, so I took him out of the leg trap and put him in a live trap.","https://i.ytimg.com/vi/mCRAICpK-Bs/default.jpg","120","90","https://i.ytimg.com/vi/mCRAICpK-Bs/mqdefault.jpg","320","180","https://i.ytimg.com/vi/mCRAICpK-Bs/hqdefault.jpg","480","360","tracknthetrail","none",210,"no","yes","yes","https://www.youtube.com/watch?v=mCRAICpK-Bs","Ringtail cat caught in a Bobcat set, put in a live trap","tracknthetrail","yes",NA,"trap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"19","FYwSjFNkyTU","2019-03-07T15:19:31.000Z","UChT9EWuljgmEtPa4_EqfJ6w","Nuix Ringtail Demo - LegalTech 2019","This Nuix Ringtail demo, presented by longtime Ringtail expert Emily Tice during LegalTech New York 2019, covers some of the new and existing features in the ...","https://i.ytimg.com/vi/FYwSjFNkyTU/default.jpg","120","90","https://i.ytimg.com/vi/FYwSjFNkyTU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/FYwSjFNkyTU/hqdefault.jpg","480","360","Nuix","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","wSCaY2L6A3k","2017-02-05T16:32:05.000Z","UCmdK2D_jXVpEtnDPx7GdgxA","Rupert the ring Tailed lemur enjoys his playtime.","Ring Tailed lemurs are endangered !! Enrichment is a huge part of their day, they are EXTREMELY social animals and do everything with their troop. Impulsively ...","https://i.ytimg.com/vi/wSCaY2L6A3k/default.jpg","120","90","https://i.ytimg.com/vi/wSCaY2L6A3k/mqdefault.jpg","320","180","https://i.ytimg.com/vi/wSCaY2L6A3k/hqdefault.jpg","480","360","wildlife wonderland","none",736,"no","yes","no","https://www.youtube.com/watch?v=wSCaY2L6A3k","Rupert the ring Tailed lemur enjoys his playtime.","wildlife wonderland","no","ring-tailed lemur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ozx5MWDN6XM","2011-02-08T04:24:52.000Z","UC6Hkc3Vi0E_vMO26G-_r_nA","Making friends with a Ringtail Cat","February 6, 2010, wild Ringtail Cat in my trailer, Southern Oregon.","https://i.ytimg.com/vi/ozx5MWDN6XM/default.jpg","120","90","https://i.ytimg.com/vi/ozx5MWDN6XM/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ozx5MWDN6XM/hqdefault.jpg","480","360","Don Bean","none",129,"no","yes","no","https://www.youtube.com/watch?v=ozx5MWDN6XM","Making friends with a Ringtail Cat","Don Bean","yes",NA,"repeated visit","1","1","2010-02-07","2010-02-06","yes","sandwhich meat","yes",NA,NA,NA,NA,NA,NA,"residential","southern Oregon",42.947036,-124.2803316
"22","V6hTbsw7cCo","2019-01-11T18:02:08.000Z","UCF6-fdubXkcpELOB5sUbrWw","Ringtail - saturday jam","""Ringtail - saturday jam"" ======================================================    Subscribe for more: http://bit.ly/HyperboltSubcribe ...","https://i.ytimg.com/vi/V6hTbsw7cCo/default.jpg","120","90","https://i.ytimg.com/vi/V6hTbsw7cCo/mqdefault.jpg","320","180","https://i.ytimg.com/vi/V6hTbsw7cCo/hqdefault.jpg","480","360","HyperboltEDM","none",452,"no","yes","no","https://www.youtube.com/watch?v=V6hTbsw7cCo","Ringtail - saturday jam","HyperboltEDM","no","music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","xHxe6TleKRo","2019-03-24T09:49:38.000Z","UCsC9kU5w7bUOJyLrBcyhN3w","Ringtail - Love Trap (Carl Zeer x Aeden Remix)","Ringtail - Love Trap (Carl Zeer x Aeden Remix) CARL ZEER: https://soundcloud.com/carlzeer https://twitter.com/carlzeermusic ...","https://i.ytimg.com/vi/xHxe6TleKRo/default.jpg","120","90","https://i.ytimg.com/vi/xHxe6TleKRo/mqdefault.jpg","320","180","https://i.ytimg.com/vi/xHxe6TleKRo/hqdefault.jpg","480","360","Oblivious Records","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","vY47QT2nM1s","2017-10-03T20:14:06.000Z","UC3oWOleSolsVhal5krntOlg","Ringtail pups","Violet the ringtail recently had babies! Ringtails are not cats, but are related to raccoons. They're also called miner's cats because in mining camps they were ...","https://i.ytimg.com/vi/vY47QT2nM1s/default.jpg","120","90","https://i.ytimg.com/vi/vY47QT2nM1s/mqdefault.jpg","320","180","https://i.ytimg.com/vi/vY47QT2nM1s/hqdefault.jpg","480","360","Oregon Zoo","none",183,"yes","yes","no","https://www.youtube.com/watch?v=vY47QT2nM1s","Ringtail pups","Oregon Zoo","yes","captive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","pSvb2AIVtTU","2014-02-02T01:47:50.000Z","UCSzr16Cz57J5kEGlXH_rOvg","Mountain Lion screams! Plus a Ringtail, Fox and deer","(turn up the sound!) So the Mountain Lions return! The female with the bad leg has returned several times in the last week passing by the city lights cameras.","https://i.ytimg.com/vi/pSvb2AIVtTU/default.jpg","120","90","https://i.ytimg.com/vi/pSvb2AIVtTU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/pSvb2AIVtTU/hqdefault.jpg","480","360","Parliament Of Owls","none",189,"no","yes","no","https://www.youtube.com/watch?v=pSvb2AIVtTU","Mountain Lion screams! Plus a Ringtail, Fox and deer","Parliament Of Owls","yes",NA,"camera trap",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","0HwsTS3U2IU","2018-12-27T16:20:18.000Z","UCe55Gy-hFDvLZp8C8BZhBnw","Ringtail - Love Trap","Enjoyed the music? HIT ""LIKE"" & SUBSCRIBE - Thank you! ▻ Check out our previous video: https://www.youtube.com/watch?v=eGMKglo_GvU ...","https://i.ytimg.com/vi/0HwsTS3U2IU/default.jpg","120","90","https://i.ytimg.com/vi/0HwsTS3U2IU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/0HwsTS3U2IU/hqdefault.jpg","480","360","Nightblue Music","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","D59ncoIfiPs","2018-09-13T20:21:53.000Z","UChT9EWuljgmEtPa4_EqfJ6w","Nuix Ringtail Demonstration Webinar","Following the announcement of Nuix's acquisition of Ringtail, Director of Client Services Emily Tice joined Nuix CTO Stephen Stewart to provide a detailed ...","https://i.ytimg.com/vi/D59ncoIfiPs/default.jpg","120","90","https://i.ytimg.com/vi/D59ncoIfiPs/mqdefault.jpg","320","180","https://i.ytimg.com/vi/D59ncoIfiPs/hqdefault.jpg","480","360","Nuix","none",616,"no","yes","no","https://www.youtube.com/watch?v=D59ncoIfiPs","Nuix Ringtail Demonstration Webinar","Nuix","no","software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","dQ_h_pUFmFw","2011-06-29T00:04:09.000Z","UCeT4wG_bWn2Rp05AC5y_-3Q","Adorable Baby Ringtail Cat Yawns and Stretches","3 week old baby Ringtail at Wildlife Rehabilitation Northwest Tucson. The rehab is entirely self-supported and run by Janet Miller, who is in her 80's. To donate ...","https://i.ytimg.com/vi/dQ_h_pUFmFw/default.jpg","120","90","https://i.ytimg.com/vi/dQ_h_pUFmFw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/dQ_h_pUFmFw/hqdefault.jpg","480","360","Sirena Rana Dufault","none",203,"yes","yes","no","https://www.youtube.com/watch?v=dQ_h_pUFmFw","Adorable Baby Ringtail Cat Yawns and Stretches","Sirena Rana Dufault","yes","captive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","MqPQYqK2nJk","2016-10-25T02:50:04.000Z","UCBU0SoyQRFlxZdxoOiHPTYw","Orphaned Ringtail Possum Gaz Plays With Zookeeper Jarrod","Source: Symbio Wildlife Park This video has been uploaded for use by Storyful's subscription clients with the permission of the content owner. To use the video ...","https://i.ytimg.com/vi/MqPQYqK2nJk/default.jpg","120","90","https://i.ytimg.com/vi/MqPQYqK2nJk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/MqPQYqK2nJk/hqdefault.jpg","480","360","Storyful News","none",681,"no","yes","no","https://www.youtube.com/watch?v=MqPQYqK2nJk","Orphaned Ringtail Possum Gaz Plays With Zookeeper Jarrod","Storyful News","no","ringtail possum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","vN1Ya_f2t6k","2019-02-27T22:25:05.000Z","UCUknL1K-YGAa5sIss9t0_ug","Ringtail cat spotted inside Canon City Burger King","A ringtail cat was spotted grabbing a sugary snack inside the Burger King in Canon City, Colorado. Viewer John E. McIntyre was nice enough to let the staff ...","https://i.ytimg.com/vi/vN1Ya_f2t6k/default.jpg","120","90","https://i.ytimg.com/vi/vN1Ya_f2t6k/mqdefault.jpg","320","180","https://i.ytimg.com/vi/vN1Ya_f2t6k/hqdefault.jpg","480","360","KOAA 5","none",167,"no","yes","no","https://www.youtube.com/watch?v=vN1Ya_f2t6k","Ringtail cat spotted inside Canon City Burger King","KOAA 5","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","E2CRx0OPp6s","2010-01-06T22:25:22.000Z","UCGlLJaT7Fp89RVna3HODMcQ","The Ring-tailed Lemur","This is a video of the ring-tailed lemur taken from the BBC's new ""Life"" documentary series.","https://i.ytimg.com/vi/E2CRx0OPp6s/default.jpg","120","90","https://i.ytimg.com/vi/E2CRx0OPp6s/mqdefault.jpg","320","180","https://i.ytimg.com/vi/E2CRx0OPp6s/hqdefault.jpg","480","360","globalzoo","none",432,"no","yes","no","https://www.youtube.com/watch?v=E2CRx0OPp6s","The Ring-tailed Lemur","globalzoo","no","ring-tailed lemur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","eQowQZLvZqo","2018-03-07T18:39:47.000Z","UCJDUFyiyGLuIaMu_kbpLCsQ","Ringtail - Cry Alone (Official Lyric Video)","just uploading this here cause i dont feel like making a separate channel for all my music stuff lol https://soundcloud.com/ringtailtunes ...","https://i.ytimg.com/vi/eQowQZLvZqo/default.jpg","120","90","https://i.ytimg.com/vi/eQowQZLvZqo/mqdefault.jpg","320","180","https://i.ytimg.com/vi/eQowQZLvZqo/hqdefault.jpg","480","360","RadicalRingtail","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","HOhiZJocTRQ","2018-11-14T21:53:22.000Z","UChT9EWuljgmEtPa4_EqfJ6w","The Nuix Ringtail Advantage","Find out why legal teams faced with tackling today's data challenges turn to Nuix Ringtail for eDiscovery.","https://i.ytimg.com/vi/HOhiZJocTRQ/default.jpg","120","90","https://i.ytimg.com/vi/HOhiZJocTRQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/HOhiZJocTRQ/hqdefault.jpg","480","360","Nuix","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","66V1Q0qkNRQ","2015-09-04T22:15:27.000Z","UCEsIHk5j1V51O8wzNWCOXEw","Ring-tailed cat - Video Learning - WizScience.com","The ""ringtail"" is a mammal of the raccoon family , native to arid regions of North America. It is also known as the ""ringtail cat"", ""ring-tailed cat"", ""miner's cat"" or ...","https://i.ytimg.com/vi/66V1Q0qkNRQ/default.jpg","120","90","https://i.ytimg.com/vi/66V1Q0qkNRQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/66V1Q0qkNRQ/hqdefault.jpg","480","360","Wiz Science™","none",219,"yes","yes","yes","https://www.youtube.com/watch?v=66V1Q0qkNRQ","Ring-tailed cat - Video Learning - WizScience.com","Wiz Science™","yes","educational",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Hwl5aiaYMsQ","2018-11-23T13:46:53.000Z","UCJTbY0hlco8QaVeL7YaYwVw","The Ringtail: Balance,Blanket and Bluffing","The Ringtail or Ringtail Cat or Miner's Cat is a member of the Raccoon Family. It's long and beautiful tail is used for balance as it jumps from rock to rock and as a ...","https://i.ytimg.com/vi/Hwl5aiaYMsQ/default.jpg","120","90","https://i.ytimg.com/vi/Hwl5aiaYMsQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Hwl5aiaYMsQ/hqdefault.jpg","480","360","James Wolfe","none",153,"no","yes","yes","https://www.youtube.com/watch?v=Hwl5aiaYMsQ","The Ringtail: Balance,Blanket and Bluffing","James Wolfe","yes","educational?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","YcyBUw55Ct8","2018-08-12T17:59:48.000Z","UCHfu1_XkAzDM68neUAQd3PQ","Ringtail - Waking Up (Wubbaduck Remix) [DUBSTEP]","Ringtail - Waking Up (Wubbaduck Remix) SUBSCRIBE: http://bit.ly/1bhqmrm LIKE: https://www.facebook.com/AlexMTCH.Official DOWNLOAD: ...","https://i.ytimg.com/vi/YcyBUw55Ct8/default.jpg","120","90","https://i.ytimg.com/vi/YcyBUw55Ct8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/YcyBUw55Ct8/hqdefault.jpg","480","360","Alex MTCH","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
